DATE;CODE;RAW DATE;DAY;MONTH;YEAR;VALUE (R$ ou u.m.c.)
2021-06-25;GM366_ERC366;2021-06-25T00:00:00-03:00;25;6;2021;4,92
2021-06-28;GM366_ERC366;2021-06-28T00:00:00-03:00;28;6;2021;4,9414
2021-06-29;GM366_ERC366;2021-06-29T00:00:00-03:00;29;6;2021;4,9444
2021-06-30;GM366_ERC366;2021-06-30T00:00:00-03:00;30;6;2021;5,0016
2021-07-01;GM366_ERC366;2021-07-01T00:00:00-03:00;1;7;2021;5,0049
2021-07-02;GM366_ERC366;2021-07-02T00:00:00-03:00;2;7;2021;5,0287
2021-07-05;GM366_ERC366;2021-07-05T00:00:00-03:00;5;7;2021;5,0743
2021-07-06;GM366_ERC366;2021-07-06T00:00:00-03:00;6;7;2021;5,1639
2021-07-07;GM366_ERC366;2021-07-07T00:00:00-03:00;7;7;2021;5,2322
2021-07-08;GM366_ERC366;2021-07-08T00:00:00-03:00;8;7;2021;5,2581
2021-07-09;GM366_ERC366;2021-07-09T00:00:00-03:00;9;7;2021;5,237
2021-07-12;GM366_ERC366;2021-07-12T00:00:00-03:00;12;7;2021;5,2233
2021-07-13;GM366_ERC366;2021-07-13T00:00:00-03:00;13;7;2021;5,1764
2021-07-14;GM366_ERC366;2021-07-14T00:00:00-03:00;14;7;2021;5,0874
2021-07-15;GM366_ERC366;2021-07-15T00:00:00-03:00;15;7;2021;5,0994
2021-07-16;GM366_ERC366;2021-07-16T00:00:00-03:00;16;7;2021;5,0935
2021-07-19;GM366_ERC366;2021-07-19T00:00:00-03:00;19;7;2021;5,1972
2021-07-20;GM366_ERC366;2021-07-20T00:00:00-03:00;20;7;2021;5,2459
2021-07-21;GM366_ERC366;2021-07-21T00:00:00-03:00;21;7;2021;5,251
2021-07-22;GM366_ERC366;2021-07-22T00:00:00-03:00;22;7;2021;5,1972
2021-07-23;GM366_ERC366;2021-07-23T00:00:00-03:00;23;7;2021;5,1695
2021-07-26;GM366_ERC366;2021-07-26T00:00:00-03:00;26;7;2021;5,1857
2021-07-27;GM366_ERC366;2021-07-27T00:00:00-03:00;27;7;2021;5,1663
2021-07-28;GM366_ERC366;2021-07-28T00:00:00-03:00;28;7;2021;5,1521
2021-07-29;GM366_ERC366;2021-07-29T00:00:00-03:00;29;7;2021;5,0676
2021-07-30;GM366_ERC366;2021-07-30T00:00:00-03:00;30;7;2021;5,121
2021-08-02;GM366_ERC366;2021-08-02T00:00:00-03:00;2;8;2021;5,1373
2021-08-03;GM366_ERC366;2021-08-03T00:00:00-03:00;3;8;2021;5,2458
2021-08-04;GM366_ERC366;2021-08-04T00:00:00-03:00;4;8;2021;5,2085
2021-08-05;GM366_ERC366;2021-08-05T00:00:00-03:00;5;8;2021;5,1459
2021-08-06;GM366_ERC366;2021-08-06T00:00:00-03:00;6;8;2021;5,2404
2021-08-09;GM366_ERC366;2021-08-09T00:00:00-03:00;9;8;2021;5,2768
2021-08-10;GM366_ERC366;2021-08-10T00:00:00-03:00;10;8;2021;5,2211
2021-08-11;GM366_ERC366;2021-08-11T00:00:00-03:00;11;8;2021;5,2007
2021-08-12;GM366_ERC366;2021-08-12T00:00:00-03:00;12;8;2021;5,2345
2021-08-13;GM366_ERC366;2021-08-13T00:00:00-03:00;13;8;2021;5,2468
2021-08-16;GM366_ERC366;2021-08-16T00:00:00-03:00;16;8;2021;5,2489
2021-08-17;GM366_ERC366;2021-08-17T00:00:00-03:00;17;8;2021;5,2579
2021-08-18;GM366_ERC366;2021-08-18T00:00:00-03:00;18;8;2021;5,3019
2021-08-19;GM366_ERC366;2021-08-19T00:00:00-03:00;19;8;2021;5,4174
2021-08-20;GM366_ERC366;2021-08-20T00:00:00-03:00;20;8;2021;5,4268
2021-08-23;GM366_ERC366;2021-08-23T00:00:00-03:00;23;8;2021;5,368
2021-08-24;GM366_ERC366;2021-08-24T00:00:00-03:00;24;8;2021;5,3011
2021-08-25;GM366_ERC366;2021-08-25T00:00:00-03:00;25;8;2021;5,2459
2021-08-26;GM366_ERC366;2021-08-26T00:00:00-03:00;26;8;2021;5,2423
2021-08-27;GM366_ERC366;2021-08-27T00:00:00-03:00;27;8;2021;5,2194
2021-08-30;GM366_ERC366;2021-08-30T00:00:00-03:00;30;8;2021;5,1946
2021-08-31;GM366_ERC366;2021-08-31T00:00:00-03:00;31;8;2021;5,1427
2021-09-01;GM366_ERC366;2021-09-01T00:00:00-03:00;1;9;2021;5,157
2021-09-02;GM366_ERC366;2021-09-02T00:00:00-03:00;2;9;2021;5,1729
2021-09-03;GM366_ERC366;2021-09-03T00:00:00-03:00;3;9;2021;5,1679
2021-09-06;GM366_ERC366;2021-09-06T00:00:00-03:00;6;9;2021;5,1767
2021-09-08;GM366_ERC366;2021-09-08T00:00:00-03:00;8;9;2021;5,2518
2021-09-09;GM366_ERC366;2021-09-09T00:00:00-03:00;9;9;2021;5,2819
2021-09-10;GM366_ERC366;2021-09-10T00:00:00-03:00;10;9;2021;5,2152
2021-09-13;GM366_ERC366;2021-09-13T00:00:00-03:00;13;9;2021;5,2184
2021-09-14;GM366_ERC366;2021-09-14T00:00:00-03:00;14;9;2021;5,2254
2021-09-15;GM366_ERC366;2021-09-15T00:00:00-03:00;15;9;2021;5,257
2021-09-16;GM366_ERC366;2021-09-16T00:00:00-03:00;16;9;2021;5,2588
2021-09-17;GM366_ERC366;2021-09-17T00:00:00-03:00;17;9;2021;5,3097
2021-09-20;GM366_ERC366;2021-09-20T00:00:00-03:00;20;9;2021;5,3326
2021-09-21;GM366_ERC366;2021-09-21T00:00:00-03:00;21;9;2021;5,3038
2021-09-22;GM366_ERC366;2021-09-22T00:00:00-03:00;22;9;2021;5,2777
2021-09-23;GM366_ERC366;2021-09-23T00:00:00-03:00;23;9;2021;5,2885
2021-09-24;GM366_ERC366;2021-09-24T00:00:00-03:00;24;9;2021;5,3429
2021-09-27;GM366_ERC366;2021-09-27T00:00:00-03:00;27;9;2021;5,3472
2021-09-28;GM366_ERC366;2021-09-28T00:00:00-03:00;28;9;2021;5,42
2021-09-29;GM366_ERC366;2021-09-29T00:00:00-03:00;29;9;2021;5,4167
2021-09-30;GM366_ERC366;2021-09-30T00:00:00-03:00;30;9;2021;5,4388
2021-10-01;GM366_ERC366;2021-10-01T00:00:00-03:00;1;10;2021;5,3905
2021-10-04;GM366_ERC366;2021-10-04T00:00:00-03:00;4;10;2021;5,4198
2021-10-05;GM366_ERC366;2021-10-05T00:00:00-03:00;5;10;2021;5,4605
2021-10-06;GM366_ERC366;2021-10-06T00:00:00-03:00;6;10;2021;5,5091
2021-10-07;GM366_ERC366;2021-10-07T00:00:00-03:00;7;10;2021;5,5134
2021-10-08;GM366_ERC366;2021-10-08T00:00:00-03:00;8;10;2021;5,5078
2021-10-11;GM366_ERC366;2021-10-11T00:00:00-03:00;11;10;2021;5,5155
2021-10-13;GM366_ERC366;2021-10-13T00:00:00-03:00;13;10;2021;5,5464
2021-10-14;GM366_ERC366;2021-10-14T00:00:00-03:00;14;10;2021;5,4982
2021-10-15;GM366_ERC366;2021-10-15T00:00:00-03:00;15;10;2021;5,4504
2021-10-18;GM366_ERC366;2021-10-18T00:00:00-03:00;18;10;2021;5,5187
2021-10-19;GM366_ERC366;2021-10-19T00:00:00-03:00;19;10;2021;5,5515
2021-10-20;GM366_ERC366;2021-10-20T00:00:00-03:00;20;10;2021;5,5565
2021-10-21;GM366_ERC366;2021-10-21T00:00:00-03:00;21;10;2021;5,6417
2021-10-22;GM366_ERC366;2021-10-22T00:00:00-03:00;22;10;2021;5,7111
2021-10-25;GM366_ERC366;2021-10-25T00:00:00-03:00;25;10;2021;5,5967
2021-10-26;GM366_ERC366;2021-10-26T00:00:00-03:00;26;10;2021;5,5794
2021-10-27;GM366_ERC366;2021-10-27T00:00:00-03:00;27;10;2021;5,5661
2021-10-28;GM366_ERC366;2021-10-28T00:00:00-03:00;28;10;2021;5,6118
2021-10-29;GM366_ERC366;2021-10-29T00:00:00-03:00;29;10;2021;5,6424
2021-11-01;GM366_ERC366;2021-11-01T00:00:00-03:00;1;11;2021;5,6688
2021-11-03;GM366_ERC366;2021-11-03T00:00:00-03:00;3;11;2021;5,6666
2021-11-04;GM366_ERC366;2021-11-04T00:00:00-03:00;4;11;2021;5,5936
2021-11-05;GM366_ERC366;2021-11-05T00:00:00-03:00;5;11;2021;5,5449
2021-11-08;GM366_ERC366;2021-11-08T00:00:00-03:00;8;11;2021;5,5621
2021-11-09;GM366_ERC366;2021-11-09T00:00:00-03:00;9;11;2021;5,4951
2021-11-10;GM366_ERC366;2021-11-10T00:00:00-03:00;10;11;2021;5,4584
2021-11-11;GM366_ERC366;2021-11-11T00:00:00-03:00;11;11;2021;5,4165
2021-11-12;GM366_ERC366;2021-11-12T00:00:00-03:00;12;11;2021;5,4193
2021-11-16;GM366_ERC366;2021-11-16T00:00:00-03:00;16;11;2021;5,4766
2021-11-17;GM366_ERC366;2021-11-17T00:00:00-03:00;17;11;2021;5,4987
2021-11-18;GM366_ERC366;2021-11-18T00:00:00-03:00;18;11;2021;5,5464
2021-11-19;GM366_ERC366;2021-11-19T00:00:00-03:00;19;11;2021;5,5578
2021-11-22;GM366_ERC366;2021-11-22T00:00:00-03:00;22;11;2021;5,5835
2021-11-23;GM366_ERC366;2021-11-23T00:00:00-03:00;23;11;2021;5,645
2021-11-24;GM366_ERC366;2021-11-24T00:00:00-03:00;24;11;2021;5,6021
2021-11-25;GM366_ERC366;2021-11-25T00:00:00-03:00;25;11;2021;5,5734
2021-11-26;GM366_ERC366;2021-11-26T00:00:00-03:00;26;11;2021;5,5859
2021-11-29;GM366_ERC366;2021-11-29T00:00:00-03:00;29;11;2021;5,6112
2021-11-30;GM366_ERC366;2021-11-30T00:00:00-03:00;30;11;2021;5,6193
2021-12-01;GM366_ERC366;2021-12-01T00:00:00-03:00;1;12;2021;5,6162
2021-12-02;GM366_ERC366;2021-12-02T00:00:00-03:00;2;12;2021;5,6339
2021-12-03;GM366_ERC366;2021-12-03T00:00:00-03:00;3;12;2021;5,6426
2021-12-06;GM366_ERC366;2021-12-06T00:00:00-03:00;6;12;2021;5,6871
2021-12-07;GM366_ERC366;2021-12-07T00:00:00-03:00;7;12;2021;5,6405
2021-12-08;GM366_ERC366;2021-12-08T00:00:00-03:00;8;12;2021;5,5773
2021-12-09;GM366_ERC366;2021-12-09T00:00:00-03:00;9;12;2021;5,5558
2021-12-10;GM366_ERC366;2021-12-10T00:00:00-03:00;10;12;2021;5,5925
2021-12-13;GM366_ERC366;2021-12-13T00:00:00-03:00;13;12;2021;5,6351
2021-12-14;GM366_ERC366;2021-12-14T00:00:00-03:00;14;12;2021;5,6455
2021-12-15;GM366_ERC366;2021-12-15T00:00:00-03:00;15;12;2021;5,7121
2021-12-16;GM366_ERC366;2021-12-16T00:00:00-03:00;16;12;2021;5,6957
2021-12-17;GM366_ERC366;2021-12-17T00:00:00-03:00;17;12;2021;5,6953
2021-12-20;GM366_ERC366;2021-12-20T00:00:00-03:00;20;12;2021;5,7049
2021-12-21;GM366_ERC366;2021-12-21T00:00:00-03:00;21;12;2021;5,7367
2021-12-22;GM366_ERC366;2021-12-22T00:00:00-03:00;22;12;2021;5,7195
2021-12-23;GM366_ERC366;2021-12-23T00:00:00-03:00;23;12;2021;5,6904
2021-12-24;GM366_ERC366;2021-12-24T00:00:00-03:00;24;12;2021;5,6541
2021-12-27;GM366_ERC366;2021-12-27T00:00:00-03:00;27;12;2021;5,6644
2021-12-28;GM366_ERC366;2021-12-28T00:00:00-03:00;28;12;2021;5,6432
2021-12-29;GM366_ERC366;2021-12-29T00:00:00-03:00;29;12;2021;5,6613
2021-12-30;GM366_ERC366;2021-12-30T00:00:00-03:00;30;12;2021;5,5799
2021-12-31;GM366_ERC366;2021-12-31T00:00:00-03:00;31;12;2021;5,5799
2022-01-03;GM366_ERC366;2022-01-03T00:00:00-03:00;3;1;2022;5,6303
2022-01-04;GM366_ERC366;2022-01-04T00:00:00-03:00;4;1;2022;5,677
2022-01-05;GM366_ERC366;2022-01-05T00:00:00-03:00;5;1;2022;5,6622
2022-01-06;GM366_ERC366;2022-01-06T00:00:00-03:00;6;1;2022;5,7036
2022-01-07;GM366_ERC366;2022-01-07T00:00:00-03:00;7;1;2022;5,6747
2022-01-10;GM366_ERC366;2022-01-10T00:00:00-03:00;10;1;2022;5,673
2022-01-11;GM366_ERC366;2022-01-11T00:00:00-03:00;11;1;2022;5,6345
2022-01-12;GM366_ERC366;2022-01-12T00:00:00-03:00;12;1;2022;5,5605
2022-01-13;GM366_ERC366;2022-01-13T00:00:00-03:00;13;1;2022;5,524
2022-01-14;GM366_ERC366;2022-01-14T00:00:00-03:00;14;1;2022;5,5343
2022-01-17;GM366_ERC366;2022-01-17T00:00:00-03:00;17;1;2022;5,5052
2022-01-18;GM366_ERC366;2022-01-18T00:00:00-03:00;18;1;2022;5,5207
2022-01-19;GM366_ERC366;2022-01-19T00:00:00-03:00;19;1;2022;5,4972
2022-01-20;GM366_ERC366;2022-01-20T00:00:00-03:00;20;1;2022;5,416
2022-01-21;GM366_ERC366;2022-01-21T00:00:00-03:00;21;1;2022;5,4395
2022-01-24;GM366_ERC366;2022-01-24T00:00:00-03:00;24;1;2022;5,4904
2022-01-25;GM366_ERC366;2022-01-25T00:00:00-03:00;25;1;2022;5,4965
2022-01-26;GM366_ERC366;2022-01-26T00:00:00-03:00;26;1;2022;5,4318
2022-01-27;GM366_ERC366;2022-01-27T00:00:00-03:00;27;1;2022;5,3806
2022-01-28;GM366_ERC366;2022-01-28T00:00:00-03:00;28;1;2022;5,3948
2022-01-31;GM366_ERC366;2022-01-31T00:00:00-03:00;31;1;2022;5,3568
2022-02-01;GM366_ERC366;2022-02-01T00:00:00-03:00;1;2;2022;5,2804
2022-02-02;GM366_ERC366;2022-02-02T00:00:00-03:00;2;2;2022;5,295
2022-02-03;GM366_ERC366;2022-02-03T00:00:00-03:00;3;2;2022;5,3019
2022-02-04;GM366_ERC366;2022-02-04T00:00:00-03:00;4;2;2022;5,3278
2022-02-07;GM366_ERC366;2022-02-07T00:00:00-03:00;7;2;2022;5,2907
2022-02-08;GM366_ERC366;2022-02-08T00:00:00-03:00;8;2;2022;5,2693
2022-02-09;GM366_ERC366;2022-02-09T00:00:00-03:00;9;2;2022;5,2729
2022-02-10;GM366_ERC366;2022-02-10T00:00:00-03:00;10;2;2022;5,2095
2022-02-11;GM366_ERC366;2022-02-11T00:00:00-03:00;11;2;2022;5,1981
2022-02-14;GM366_ERC366;2022-02-14T00:00:00-03:00;14;2;2022;5,21
2022-02-15;GM366_ERC366;2022-02-15T00:00:00-03:00;15;2;2022;5,1875
2022-02-16;GM366_ERC366;2022-02-16T00:00:00-03:00;16;2;2022;5,1624
2022-02-17;GM366_ERC366;2022-02-17T00:00:00-03:00;17;2;2022;5,1559
2022-02-18;GM366_ERC366;2022-02-18T00:00:00-03:00;18;2;2022;5,1333
2022-02-21;GM366_ERC366;2022-02-21T00:00:00-03:00;21;2;2022;5,0991
2022-02-22;GM366_ERC366;2022-02-22T00:00:00-03:00;22;2;2022;5,0605
2022-02-23;GM366_ERC366;2022-02-23T00:00:00-03:00;23;2;2022;5,0137
2022-02-24;GM366_ERC366;2022-02-24T00:00:00-03:00;24;2;2022;5,1168
2022-02-25;GM366_ERC366;2022-02-25T00:00:00-03:00;25;2;2022;5,1388
2022-03-02;GM366_ERC366;2022-03-02T00:00:00-03:00;2;3;2022;5,1341
2022-03-03;GM366_ERC366;2022-03-03T00:00:00-03:00;3;3;2022;5,0473
2022-03-04;GM366_ERC366;2022-03-04T00:00:00-03:00;4;3;2022;5,0752
2022-03-07;GM366_ERC366;2022-03-07T00:00:00-03:00;7;3;2022;5,0573
2022-03-08;GM366_ERC366;2022-03-08T00:00:00-03:00;8;3;2022;5,0897
2022-03-09;GM366_ERC366;2022-03-09T00:00:00-03:00;9;3;2022;5,0088
2022-03-10;GM366_ERC366;2022-03-10T00:00:00-03:00;10;3;2022;5,0507
2022-03-11;GM366_ERC366;2022-03-11T00:00:00-03:00;11;3;2022;5,0249
2022-03-14;GM366_ERC366;2022-03-14T00:00:00-03:00;14;3;2022;5,0641
2022-03-15;GM366_ERC366;2022-03-15T00:00:00-03:00;15;3;2022;5,1308
2022-03-16;GM366_ERC366;2022-03-16T00:00:00-03:00;16;3;2022;5,1281
2022-03-17;GM366_ERC366;2022-03-17T00:00:00-03:00;17;3;2022;5,0758
2022-03-18;GM366_ERC366;2022-03-18T00:00:00-03:00;18;3;2022;5,0405
2022-03-21;GM366_ERC366;2022-03-21T00:00:00-03:00;21;3;2022;4,966
2022-03-22;GM366_ERC366;2022-03-22T00:00:00-03:00;22;3;2022;4,9202
2022-03-23;GM366_ERC366;2022-03-23T00:00:00-03:00;23;3;2022;4,8698
2022-03-24;GM366_ERC366;2022-03-24T00:00:00-03:00;24;3;2022;4,8061
2022-03-25;GM366_ERC366;2022-03-25T00:00:00-03:00;25;3;2022;4,7776
2022-03-28;GM366_ERC366;2022-03-28T00:00:00-03:00;28;3;2022;4,7899
2022-03-29;GM366_ERC366;2022-03-29T00:00:00-03:00;29;3;2022;4,748
2022-03-30;GM366_ERC366;2022-03-30T00:00:00-03:00;30;3;2022;4,7491
2022-03-31;GM366_ERC366;2022-03-31T00:00:00-03:00;31;3;2022;4,7372
2022-04-01;GM366_ERC366;2022-04-01T00:00:00-03:00;1;4;2022;4,6978
2022-04-04;GM366_ERC366;2022-04-04T00:00:00-03:00;4;4;2022;4,6169
2022-04-05;GM366_ERC366;2022-04-05T00:00:00-03:00;5;4;2022;4,6394
2022-04-06;GM366_ERC366;2022-04-06T00:00:00-03:00;6;4;2022;4,6961
2022-04-07;GM366_ERC366;2022-04-07T00:00:00-03:00;7;4;2022;4,7416
2022-04-08;GM366_ERC366;2022-04-08T00:00:00-03:00;8;4;2022;4,7507
2022-04-11;GM366_ERC366;2022-04-11T00:00:00-03:00;11;4;2022;4,7019
2022-04-12;GM366_ERC366;2022-04-12T00:00:00-03:00;12;4;2022;4,6477
2022-04-13;GM366_ERC366;2022-04-13T00:00:00-03:00;13;4;2022;4,6805
2022-04-14;GM366_ERC366;2022-04-14T00:00:00-03:00;14;4;2022;4,7152
2022-04-18;GM366_ERC366;2022-04-18T00:00:00-03:00;18;4;2022;4,674
2022-04-19;GM366_ERC366;2022-04-19T00:00:00-03:00;19;4;2022;4,6658
2022-04-20;GM366_ERC366;2022-04-20T00:00:00-03:00;20;4;2022;4,6391
2022-04-22;GM366_ERC366;2022-04-22T00:00:00-03:00;22;4;2022;4,732
2022-04-25;GM366_ERC366;2022-04-25T00:00:00-03:00;25;4;2022;4,8812
2022-04-26;GM366_ERC366;2022-04-26T00:00:00-03:00;26;4;2022;4,966
2022-04-27;GM366_ERC366;2022-04-27T00:00:00-03:00;27;4;2022;5,0161
2022-04-28;GM366_ERC366;2022-04-28T00:00:00-03:00;28;4;2022;5,0104
2022-04-29;GM366_ERC366;2022-04-29T00:00:00-03:00;29;4;2022;4,9185
2022-05-02;GM366_ERC366;2022-05-02T00:00:00-03:00;2;5;2022;5,026
2022-05-03;GM366_ERC366;2022-05-03T00:00:00-03:00;3;5;2022;5,0161
2022-05-04;GM366_ERC366;2022-05-04T00:00:00-03:00;4;5;2022;5,0087
2022-05-05;GM366_ERC366;2022-05-05T00:00:00-03:00;5;5;2022;5,0045
2022-05-06;GM366_ERC366;2022-05-06T00:00:00-03:00;6;5;2022;5,0744
2022-05-09;GM366_ERC366;2022-05-09T00:00:00-03:00;9;5;2022;5,1334
2022-05-10;GM366_ERC366;2022-05-10T00:00:00-03:00;10;5;2022;5,1384
2022-05-11;GM366_ERC366;2022-05-11T00:00:00-03:00;11;5;2022;5,1238
2022-05-12;GM366_ERC366;2022-05-12T00:00:00-03:00;12;5;2022;5,1476
2022-05-13;GM366_ERC366;2022-05-13T00:00:00-03:00;13;5;2022;5,1069
2022-05-16;GM366_ERC366;2022-05-16T00:00:00-03:00;16;5;2022;5,066
2022-05-17;GM366_ERC366;2022-05-17T00:00:00-03:00;17;5;2022;4,967
2022-05-18;GM366_ERC366;2022-05-18T00:00:00-03:00;18;5;2022;4,9586
2022-05-19;GM366_ERC366;2022-05-19T00:00:00-03:00;19;5;2022;4,9192
2022-05-20;GM366_ERC366;2022-05-20T00:00:00-03:00;20;5;2022;4,8771
2022-05-23;GM366_ERC366;2022-05-23T00:00:00-03:00;23;5;2022;4,7967
2022-05-24;GM366_ERC366;2022-05-24T00:00:00-03:00;24;5;2022;4,81
2022-05-25;GM366_ERC366;2022-05-25T00:00:00-03:00;25;5;2022;4,8353
2022-05-26;GM366_ERC366;2022-05-26T00:00:00-03:00;26;5;2022;4,7961
2022-05-27;GM366_ERC366;2022-05-27T00:00:00-03:00;27;5;2022;4,7428
2022-05-30;GM366_ERC366;2022-05-30T00:00:00-03:00;30;5;2022;4,721
2022-05-31;GM366_ERC366;2022-05-31T00:00:00-03:00;31;5;2022;4,7283
2022-06-01;GM366_ERC366;2022-06-01T00:00:00-03:00;1;6;2022;4,7759
2022-06-02;GM366_ERC366;2022-06-02T00:00:00-03:00;2;6;2022;4,7873
2022-06-03;GM366_ERC366;2022-06-03T00:00:00-03:00;3;6;2022;4,795
2022-06-06;GM366_ERC366;2022-06-06T00:00:00-03:00;6;6;2022;4,7833
2022-06-07;GM366_ERC366;2022-06-07T00:00:00-03:00;7;6;2022;4,8903
2022-06-08;GM366_ERC366;2022-06-08T00:00:00-03:00;8;6;2022;4,8705
2022-06-09;GM366_ERC366;2022-06-09T00:00:00-03:00;9;6;2022;4,8945
2022-06-10;GM366_ERC366;2022-06-10T00:00:00-03:00;10;6;2022;4,983
2022-06-13;GM366_ERC366;2022-06-13T00:00:00-03:00;13;6;2022;5,1027
2022-06-14;GM366_ERC366;2022-06-14T00:00:00-03:00;14;6;2022;5,1197
2022-06-15;GM366_ERC366;2022-06-15T00:00:00-03:00;15;6;2022;5,1113
2022-06-17;GM366_ERC366;2022-06-17T00:00:00-03:00;17;6;2022;5,1307
2022-06-20;GM366_ERC366;2022-06-20T00:00:00-03:00;20;6;2022;5,1635
2022-06-21;GM366_ERC366;2022-06-21T00:00:00-03:00;21;6;2022;5,1456
2022-06-22;GM366_ERC366;2022-06-22T00:00:00-03:00;22;6;2022;5,1503
2022-06-23;GM366_ERC366;2022-06-23T00:00:00-03:00;23;6;2022;5,1827
2022-06-24;GM366_ERC366;2022-06-24T00:00:00-03:00;24;6;2022;5,2328
2022-06-27;GM366_ERC366;2022-06-27T00:00:00-03:00;27;6;2022;5,2208
2022-06-28;GM366_ERC366;2022-06-28T00:00:00-03:00;28;6;2022;5,2173
2022-06-29;GM366_ERC366;2022-06-29T00:00:00-03:00;29;6;2022;5,2262
2022-06-30;GM366_ERC366;2022-06-30T00:00:00-03:00;30;6;2022;5,2374
2022-07-01;GM366_ERC366;2022-07-01T00:00:00-03:00;1;7;2022;5,3136
2022-07-04;GM366_ERC366;2022-07-04T00:00:00-03:00;4;7;2022;5,3032
2022-07-05;GM366_ERC366;2022-07-05T00:00:00-03:00;5;7;2022;5,3893
2022-07-06;GM366_ERC366;2022-07-06T00:00:00-03:00;6;7;2022;5,4315
2022-07-07;GM366_ERC366;2022-07-07T00:00:00-03:00;7;7;2022;5,3634
2022-07-08;GM366_ERC366;2022-07-08T00:00:00-03:00;8;7;2022;5,308
2022-07-11;GM366_ERC366;2022-07-11T00:00:00-03:00;11;7;2022;5,3471
2022-07-12;GM366_ERC366;2022-07-12T00:00:00-03:00;12;7;2022;5,4114
2022-07-13;GM366_ERC366;2022-07-13T00:00:00-03:00;13;7;2022;5,3987
2022-07-14;GM366_ERC366;2022-07-14T00:00:00-03:00;14;7;2022;5,4562
2022-07-15;GM366_ERC366;2022-07-15T00:00:00-03:00;15;7;2022;5,4008
2022-07-18;GM366_ERC366;2022-07-18T00:00:00-03:00;18;7;2022;5,3669
2022-07-19;GM366_ERC366;2022-07-19T00:00:00-03:00;19;7;2022;5,3898
2022-07-20;GM366_ERC366;2022-07-20T00:00:00-03:00;20;7;2022;5,4282
2022-07-21;GM366_ERC366;2022-07-21T00:00:00-03:00;21;7;2022;5,4744
2022-07-22;GM366_ERC366;2022-07-22T00:00:00-03:00;22;7;2022;5,4516
2022-07-25;GM366_ERC366;2022-07-25T00:00:00-03:00;25;7;2022;5,4138
2022-07-26;GM366_ERC366;2022-07-26T00:00:00-03:00;26;7;2022;5,3602
2022-07-27;GM366_ERC366;2022-07-27T00:00:00-03:00;27;7;2022;5,3068
2022-07-28;GM366_ERC366;2022-07-28T00:00:00-03:00;28;7;2022;5,2143
2022-07-29;GM366_ERC366;2022-07-29T00:00:00-03:00;29;7;2022;5,1878
2022-08-01;GM366_ERC366;2022-08-01T00:00:00-03:00;1;8;2022;5,16
2022-08-02;GM366_ERC366;2022-08-02T00:00:00-03:00;2;8;2022;5,2323
2022-08-03;GM366_ERC366;2022-08-03T00:00:00-03:00;3;8;2022;5,284
2022-08-04;GM366_ERC366;2022-08-04T00:00:00-03:00;4;8;2022;5,2403
2022-08-05;GM366_ERC366;2022-08-05T00:00:00-03:00;5;8;2022;5,2159
2022-08-08;GM366_ERC366;2022-08-08T00:00:00-03:00;8;8;2022;5,1241
2022-08-09;GM366_ERC366;2022-08-09T00:00:00-03:00;9;8;2022;5,1218
2022-08-10;GM366_ERC366;2022-08-10T00:00:00-03:00;10;8;2022;5,0491
2022-08-11;GM366_ERC366;2022-08-11T00:00:00-03:00;11;8;2022;5,1121
2022-08-12;GM366_ERC366;2022-08-12T00:00:00-03:00;12;8;2022;5,1017
2022-08-15;GM366_ERC366;2022-08-15T00:00:00-03:00;15;8;2022;5,0919
2022-08-16;GM366_ERC366;2022-08-16T00:00:00-03:00;16;8;2022;5,1334
2022-08-17;GM366_ERC366;2022-08-17T00:00:00-03:00;17;8;2022;5,1779
2022-08-18;GM366_ERC366;2022-08-18T00:00:00-03:00;18;8;2022;5,1767
2022-08-19;GM366_ERC366;2022-08-19T00:00:00-03:00;19;8;2022;5,1955
2022-08-22;GM366_ERC366;2022-08-22T00:00:00-03:00;22;8;2022;5,1703
2022-08-23;GM366_ERC366;2022-08-23T00:00:00-03:00;23;8;2022;5,1024
2022-08-24;GM366_ERC366;2022-08-24T00:00:00-03:00;24;8;2022;5,1044
2022-08-25;GM366_ERC366;2022-08-25T00:00:00-03:00;25;8;2022;5,1167
2022-08-26;GM366_ERC366;2022-08-26T00:00:00-03:00;26;8;2022;5,0897
2022-08-29;GM366_ERC366;2022-08-29T00:00:00-03:00;29;8;2022;5,0423
2022-08-30;GM366_ERC366;2022-08-30T00:00:00-03:00;30;8;2022;5,0611
2022-08-31;GM366_ERC366;2022-08-31T00:00:00-03:00;31;8;2022;5,1784
2022-09-01;GM366_ERC366;2022-09-01T00:00:00-03:00;1;9;2022;5,2001
2022-09-02;GM366_ERC366;2022-09-02T00:00:00-03:00;2;9;2022;5,1872
2022-09-05;GM366_ERC366;2022-09-05T00:00:00-03:00;5;9;2022;5,168
2022-09-06;GM366_ERC366;2022-09-06T00:00:00-03:00;6;9;2022;5,2222
2022-09-08;GM366_ERC366;2022-09-08T00:00:00-03:00;8;9;2022;5,2149
2022-09-09;GM366_ERC366;2022-09-09T00:00:00-03:00;9;9;2022;5,1627
2022-09-12;GM366_ERC366;2022-09-12T00:00:00-03:00;12;9;2022;5,1177
2022-09-13;GM366_ERC366;2022-09-13T00:00:00-03:00;13;9;2022;5,1788
2022-09-14;GM366_ERC366;2022-09-14T00:00:00-03:00;14;9;2022;5,1768
2022-09-15;GM366_ERC366;2022-09-15T00:00:00-03:00;15;9;2022;5,2205
